PlayerName,DUPR,Dink_Pct,Hard_Hit_Pct,Error_Rate,TotalShots,Playstyle_Cluster,PCA1,PCA2
Peter Wyngaard,4.11,0.16176601741016208,0.838233982589838,0.08361569942224469,27.9640828389359,1,-0.6303068160649921,1.27346187453559
Petr Minar,5.769,0.21464094869670416,0.7853590513032959,0.010077433212034154,911.0,0,0.8049760045832073,-0.9235968934901375
Phillip Gibson,3.773,0.12124542124542123,0.8787545787545787,0.0705406382552694,74.0,1,-1.0319131929912746,0.6812969011331554
Phillip Locklear,5.876,0.2620137299771167,0.7379862700228832,0.05596872616323417,145.0,0,0.9666759886867483,0.7719124741576627
Pia Nierman,4.658,0.20497684134047772,0.7950231586595222,0.028880210698392517,212.0,0,0.4887157229408768,-0.34627399164612827
Pickles Smith,5.172,0.15730337078651685,0.8426966292134831,0.011235955056179775,267.0,2,0.038957881021945695,-1.1170879874630262
Pierina Imparato,5.491,0.3212121212121212,0.6787878787878788,0.013318636081185805,165.0,0,2.174488119520656,-0.3871360203876182
Pink shoes,4.11,0.07006902302998652,0.9299309769700135,0.03145171047479329,109.0,2,-1.3120722697536757,-0.8065926716872613
Player 3B,4.11,0.23529411764705882,0.7647058823529411,0.11764705882352941,34.0,1,-0.0052081638505912424,2.6858011494161698
Player 4B,4.11,0.09259259259259259,0.9074074074074074,0.05555555555555555,54.0,2,-1.2581698966852852,0.07443239099002733
Polo Sengthavorn,4.081,0.054996209622392433,0.9450037903776076,0.05547742068139549,415.0,2,-1.7520235684819172,-0.07990175810525538
Poonam Mahajan,3.567,0.1436036240493768,0.8563963759506232,0.031064823158668237,393.0,2,-0.34071775155143413,-0.5224223626668413
Proposal Velardo,6.222,0.29648297491039427,0.7035170250896057,0.02604122038325577,330.0,0,1.7211766641086916,-0.06993178987884249
Quang Duong,6.427,0.13176643163944818,0.8682335683605519,0.05975600069649091,1294.5320815953662,2,-0.7850235019409298,0.3702597262425093
Quang Vuong,4.69,0.10430839002267572,0.8956916099773242,0.09070294784580499,112.0,1,-1.4575340664042833,1.273823794790993
Quentin Wilson,4.153,0.1736111111111111,0.8263888888888888,0.02897997309058556,178.0,2,0.07504683747595045,-0.46962430544205114
Rachel Barrack,5.07,0.2066522833513125,0.7933477166486875,0.013412441567781373,373.0,0,0.6663298495219112,-0.8465281735667214
Rachel Rettger,6.11,0.27686280780300604,0.7231371921969939,0.038649708630920654,320.0,0,1.3362294135040194,0.2641569433302933
Rachel Rhoney,4.811,0.20689655172413793,0.7931034482758621,0.021464058921167678,87.0,0,0.5885623788345546,-0.5816182375369213
Rachel Rohrabacher,6.165,0.18099429137020992,0.8190057086297902,0.04507132762533209,1225.8834206611664,2,0.01034126031212773,0.08763915664696122
Rachel Summers,5.165,0.30241266784357784,0.6975873321564222,0.03541021802507612,242.0,0,1.7049600031883658,0.26111204535974564
Rafa Hewett,6.278,0.2014818765755799,0.7985181234244202,0.02285570431482047,1486.0,0,0.5033269831596112,-0.5578600340595553
Rafa Hewitt,6.278,0.4650602409638554,0.5349397590361445,0.007228915662650603,415.0,0,4.128285240968306,-0.006049910127482475
Rafael Fuenmayor,4.32,0.05015255530129672,0.9498474446987033,0.072250172683314,103.0,2,-1.9844457093033312,0.45033867125906163
Raja Nikshith Katta,4.11,0.12491734366757364,0.8750826563324264,0.09218289935611072,29.83888241903846,1,-1.2012758679835522,1.4055314593973602
Rajasekhar Gunreddy,3.853,0.08641975308641975,0.9135802469135802,0.05279792616955072,81.0,2,-1.311647742016458,-0.040879059518749004
Ramsey Maalouf,4.059,0.23529411764705882,0.7647058823529411,0.0196078431372549,51.0,0,0.9808463759790381,-0.5278248765941757
Randy Parker,4.520666666666667,0.17536054194816167,0.8246394580518382,0.04083242344697273,835.0,2,-0.021145706430313348,-0.07405072414338615
Raul Santamaria,4.392,0.14617610937396505,0.8538238906260349,0.036777460631537154,351.0,2,-0.36432897778118045,-0.3247830271567768
Ravi Blank,4.53,0.34177215189873417,0.6582278481012658,0.012658227848101266,79.0,0,2.451629876207012,-0.3257846739582415
Ravi Songa,2.85,0.11776704181130741,0.8822329581886926,0.056352831728005086,172.0,2,-0.9349792431677016,0.20219311533936432
Rebecca Mosher,4.2,0.15384615384615385,0.8461538461538461,0.05982905982905983,234.0,2,-0.4952648498158787,0.46178823669276103
Rebekah Marquis,4.312504421361646,0.05162907268170427,0.9483709273182958,0.05550312793234907,123.0,2,-1.7965821065802157,-0.09265190714917398
Renee Gandet,3.834,0.0,1.0,0.05128205128205128,78.0,2,-2.433389177307571,-0.4394360976704629
Renjith Lal Erreseril,4.437,0.05135954697129775,0.9486404530287023,0.037237825873188066,381.0,2,-1.6164201841228867,-0.692458027129371
Rian Weston-Dodds,4.906,0.19847560975609757,0.8015243902439024,0.05137849010278343,121.0,0,0.1768995875607265,0.36495193789320657
Rianna Valdes,5.488,0.25,0.75,0.02027027027027027,148.0,0,1.1676628507152895,-0.4467449603867642
Rich Lively,5.297,0.22857142857142856,0.7714285714285715,0.05079961903993008,35.0,0,0.5786795498597478,0.46747104580011994
Richard Do,4.257,0.12330082742316785,0.8766991725768322,0.030067966903073284,238.0,2,-0.5978068273444265,-0.6370587286232643
Richard Livornese Jr,6.382,0.12849162011173185,0.8715083798882681,0.027932960893854747,179.0,2,-0.5080404175372721,-0.6860873307833525
Rifanty Kahfiani,5.501,0.19539674875261548,0.8046032512473845,0.04245777792344919,166.0,0,0.22611467913565736,0.06011097849569159
Right Op,4.11,0.09165111940298507,0.9083488805970149,0.0915169033005755,99.0,1,-1.6322469289009878,1.2494082496928902
Riley Hardin,4.53,0.23880597014925373,0.7611940298507462,0.014925373134328358,67.0,0,1.0741454597704891,-0.6671344833666156
Riley Newman,6.775,0.20494123542491616,0.7950587645750838,0.037739301757853165,1357.7476591753066,0,0.39914469216502263,-0.056025712214740626
Rob Cassidy,5.964,0.3684210526315789,0.631578947368421,0.010526315789473684,95.0,0,2.8236803191765993,-0.28808754969271233
Rob Myers,3.233,0.1568627450980392,0.8431372549019608,0.06081460513095473,51.0,2,-0.46548922318121644,0.506271099376405
Rob Nunnery,6.043,0.21948690200647164,0.7805130979935284,0.02702627424747873,436.99494527173533,0,0.6982648271867077,-0.34846843402053784
Rob Ratley,4.291,0.10510137572722567,0.8948986242727743,0.03907814631459214,219.0,2,-0.9278714194355447,-0.4151836175430129
Robert Bixler,4.775,0.17857142857142858,0.8214285714285714,0.005952380952380952,168.0,2,0.3719135231565993,-1.2044210908951702
Robert Hodgson,4.695,0.23809523809523808,0.7619047619047619,0.03048400506151481,84.0,0,0.9083097336851508,-0.16000747022865058
Robert Laidlaw,5.876,0.19167225209778402,0.808327747902216,0.031192166955193792,464.0,0,0.29041983912211145,-0.32419975299390286
Robert Parker,4.481,0.01282051282051282,0.9871794871794872,0.01282051282051282,78.0,2,-1.8778783915803985,-1.6484111357554392
Robyn Blank,4.11,0.2865357732875842,0.7134642267124157,0.04079382767660441,160.0,0,1.4419274570612852,0.3734878178620362
Rohan Agnihotri,4.233,0.17647058823529413,0.8235294117647058,0.029411764705882353,68.0,2,0.10832490035297007,-0.4439271813630485
Roman Estareja,5.549,0.24331277502512041,0.7566872249748796,0.021829816981803113,405.0,0,1.0639963506198087,-0.42262028280372993
Ron Cortese,4.478,0.08074534161490683,0.9192546583850931,0.012422360248447204,161.0,2,-0.980215944424961,-1.387256199105933
Rosen Naydenov,5.739,0.28125,0.71875,0.03125,32.0,0,1.4683742912829452,0.03931267287729286
Ross Weinberg,5.314,0.3205580139503488,0.6794419860496512,0.02253806345158629,266.0,0,2.0731555562199846,-0.08757311246037586
Ross Whittaker,5.825,0.09740259740259741,0.9025974025974026,0.09740259740259741,154.0,1,-1.6157740693478562,1.4655534923534066
Rotnei Clarke,3.715,0.10126582278481013,0.8987341772151899,0.036169894646574566,79.0,2,-0.949083662739271,-0.5259969135095238
Roy Ching,3.915,0.02040816326530612,0.9795918367346939,0.14285714285714285,49.0,1,-3.0859276551969006,2.6446882822430458
